"H","2026/01/04"
"［データ区分］","［伝票日付］","［伝票No］","［取引状態］","［自社コード］","［自社会員名］","［自社担当者］","［取引先コード］","［取引先名］","［納品場所コード］","［納品場所名］","［納品場所 住所］","［マイカタログID］","［自社管理商品コード］","［商品名］","［規格］","［入数］","［入数単位］","［単価］","［数量］","［単位］","［金額］","［消費税］","［小計］","［課税区分］","［税区分］","［合計 商品本体］","［合計 商品消費税］","［合計 送料本体］","［合計 送料消費税］","［合計 その他］","［総合計］","［発注日］","［発送日］","［納品日］","［受領日］","［取引ID_SYSTEM］","［伝票明細ID_SYSTEM］","［発注送信日］","［発注送信時間］","［送信日］","［送信時間］"
"D","2025/12/04","508853","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597029","","赤水菜","","0.00","PC","350.00","1.00","PC","350","28","378","","外税","","","","","","","2025/12/04","2025/12/04","2025/12/04","2025/12/04","1725311375","9","2025/12/04","02:28","2025/12/05","00:42"
"D","2025/12/04","508853","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597086","","ベビーリーフ","","0.00","PC","300.00","1.00","PC","300","24","324","","外税","","","","","","","2025/12/04","2025/12/04","2025/12/04","2025/12/04","1725311375","10","2025/12/04","02:28","2025/12/05","00:42"
"D","2025/12/04","508853","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","127917207","","マイクロセルフィーユ","","0.00","PC","550.00","1.00","PC","550","44","594","","外税","","","","","","","2025/12/04","2025/12/04","2025/12/04","2025/12/04","1725311375","11","2025/12/04","02:28","2025/12/05","00:42"
"D","2025/12/04","508853","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597024","","花穂","","0.00","枚","750.00","1.00","枚","750","60","810","","外税","","","","","","","2025/12/04","2025/12/04","2025/12/04","2025/12/04","1725311375","12","2025/12/04","02:28","2025/12/05","00:42"
"D","2025/12/04","508853","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597039","","スペアミント","","0.00","PC","250.00","1.00","PC","250","20","270","","外税","","","","","","","2025/12/04","2025/12/04","2025/12/04","2025/12/04","1725311375","13","2025/12/04","02:28","2025/12/05","00:42"
"D","2025/12/04","508853","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597020","","セルフィーユ/チャービル","","0.00","PC","230.00","1.00","PC","230","18","248","","外税","","","","","","","2025/12/04","2025/12/04","2025/12/04","2025/12/04","1725311375","14","2025/12/04","02:28","2025/12/05","00:42"
"D","2025/12/04","508853","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597035","","梨","","0.00","個","750.00","1.00","個","750","60","810","","外税","","","","","","","2025/12/04","2025/12/04","2025/12/04","2025/12/04","1725311375","15","2025/12/04","02:28","2025/12/05","00:42"
"D","2025/12/04","508858","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950123","","活〆鯛　１．４ｋ　３枚卸し","","0.00","未指定","1600.00","1.90","kg","3040","0","3040","","外税","4454","0","0","0","0","4454","2025/12/04","2025/12/04","2025/12/04","2025/12/04","1725313966","1","2025/12/04","03:08","2025/12/08","03:26"
"D","2025/12/04","508858","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56863232","","オススメ鮮魚情報","生タラF","0.00","未指定","1400.00","1.01","kg","1414","0","1414","","外税","","","","","","","2025/12/04","2025/12/04","2025/12/04","2025/12/04","1725313966","2","2025/12/04","03:08","2025/12/08","03:26"
"D","2025/12/04","508862","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950160","","青のり","","0.00","未指定","170.00","2.00","PC","340","0","340","","外税","340","0","0","0","0","340","2025/12/04","2025/12/04","2025/12/04","2025/12/04","1725315651","1","2025/12/04","03:46","2025/12/08","03:26"
"D","2025/12/05","508872","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","194768915","","九鬼　イリゴマ　黒（チャック付）","500ｇ","0.00","袋","620.00","1.00","袋","620","0","620","","外税","7690","0","0","0","0","7690","2025/12/04","2025/12/05","2025/12/05","2025/12/05","1725318428","1","2025/12/04","04:07","2025/12/08","03:26"
"D","2025/12/05","508872","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","192238063","","F&B キャビア　オシェトラ（LANGEDOR","５０ｇ","1.00","ヶ","4870.00","1.00","ヶ","4870","0","4870","","外税","","","","","","","2025/12/04","2025/12/05","2025/12/05","2025/12/05","1725318428","2","2025/12/04","04:07","2025/12/08","03:26"
"D","2025/12/05","508872","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","121191409","","ファインラップ","30cm×100m","1.00","本","290.00","2.00","本","580","0","580","","外税","","","","","","","2025/12/04","2025/12/05","2025/12/05","2025/12/05","1725318428","3","2025/12/04","04:07","2025/12/08","03:26"
"D","2025/12/05","508872","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64616394","","洗剤　（ニュータフセンローヤル）","5ｋｇ","0.00","袋","1620.00","1.00","袋","1620","0","1620","","外税","","","","","","","2025/12/04","2025/12/05","2025/12/05","2025/12/05","1725318428","4","2025/12/04","04:07","2025/12/08","03:26"
"D","2025/12/05","509168","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56863229","","地蛤　50ｇ","","0.00","未指定","1800.00","1.08","kg","1944","0","1944","","外税","3744","0","0","0","0","3744","2025/12/05","2025/12/05","2025/12/05","2025/12/05","1725828811","1","2025/12/05","00:38","2025/12/08","03:26"
"D","2025/12/05","509168","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950137","","あさり （大）","","0.00","","1800.00","1.00","kg","1800","0","1800","","外税","","","","","","","2025/12/05","2025/12/05","2025/12/05","2025/12/05","1725828811","2","2025/12/05","00:38","2025/12/08","03:26"
"D","2025/12/05","509173","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596728","","ブロッコリー","","0.00","個","230.00","1.00","個","230","18","248","","外税","1460","115","0","0","0","1575","2025/12/05","2025/12/05","2025/12/05","2025/12/05","1725832069","1","2025/12/05","00:51","2025/12/08","03:26"
"D","2025/12/05","509173","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596729","","カリフラワー","","0.00","個","420.00","1.00","個","420","33","453","","外税","","","","","","","2025/12/05","2025/12/05","2025/12/05","2025/12/05","1725832069","2","2025/12/05","00:51","2025/12/08","03:26"
"D","2025/12/05","509173","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597028","","クレソン","","0.00","束","180.00","2.00","束","360","28","388","","外税","","","","","","","2025/12/05","2025/12/05","2025/12/05","2025/12/05","1725832069","3","2025/12/05","00:51","2025/12/08","03:26"
"D","2025/12/05","509173","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596715","","ズッキーニ","","0.00","本","250.00","1.00","本","250","20","270","","外税","","","","","","","2025/12/05","2025/12/05","2025/12/05","2025/12/05","1725832069","4","2025/12/05","00:51","2025/12/08","03:26"
"D","2025/12/05","509173","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596990","","ピンクロッサ","","0.00","個","200.00","1.00","個","200","16","216","","外税","","","","","","","2025/12/05","2025/12/05","2025/12/05","2025/12/05","1725832069","5","2025/12/05","00:51","2025/12/08","03:26"
"D","2025/12/05","509179","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596732","","ミニトマト","","0.00","PC","350.00","1.00","PC","350","28","378","","外税","350","28","0","0","0","378","2025/12/05","2025/12/05","2025/12/05","2025/12/05","1725834371","1","2025/12/05","01:01","2025/12/08","03:26"
"D","2025/12/05","509184","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","114466867","","ﾗﾛｯｶ　ミックスオリーブ","500ｇ","1.00","PC","1400.00","1.00","PC","1400","0","1400","","外税","8550","0","0","0","0","8550","2025/12/05","2025/12/05","2025/12/05","2025/12/05","1725835405","1","2025/12/05","01:08","2025/12/08","03:26"
"D","2025/12/05","509184","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","85416587","","ルビーポルト","750ml","0.00","本","2330.00","1.00","本","2330","0","2330","","外税","","","","","","","2025/12/05","2025/12/05","2025/12/05","2025/12/05","1725835405","2","2025/12/05","01:08","2025/12/08","03:26"
"D","2025/12/05","509184","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","104068531","","茨城県産　コシヒカリ無洗米","5kg","0.00","PC","4820.00","1.00","PC","4820","0","4820","","外税","","","","","","","2025/12/05","2025/12/05","2025/12/05","2025/12/05","1725835405","3","2025/12/05","01:08","2025/12/08","03:26"
"D","2025/12/05","509216","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社武蔵屋","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","203967329","","セントタマーシュ アスー 白 セントタマーシュ・ヴィンヤーズ","500ml","1.00","本","9850.00","1.00","本","9850","985","10835","","外税","9850","985","0","0","0","10835","","2025/12/05","2025/12/05","2025/12/05","1725901603","1","","","2025/12/08","03:26"
"D","2025/12/05","509883","赤伝票受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社武蔵屋","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","203967329","","セントタマーシュ アスー 白 セントタマーシュ・ヴィンヤーズ","500ml","1.00","本","9850.00","-1.00","本","-9850","-985","-10835","","外税","-9850","-985","0","0","0","-10835","","2025/12/05","2025/12/05","2025/12/05","1727159292","1","","","2025/12/10","12:02"
"D","2025/12/06","509442","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597035","","梨","","0.00","個","500.00","2.00","個","1000","80","1080","","外税","4160","332","0","0","0","4492","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726322496","1","2025/12/06","00:18","2025/12/10","12:02"
"D","2025/12/06","509442","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","190682456","","かぶ","7玉","0.00","束","260.00","1.00","束","260","20","280","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726322496","2","2025/12/06","00:18","2025/12/10","12:02"
"D","2025/12/06","509442","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596763","","ブルーベリー","","0.00","PC","600.00","1.00","PC","600","48","648","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726322496","3","2025/12/06","00:18","2025/12/10","12:02"
"D","2025/12/06","509442","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596689","","ラズベリー/フランボアーズ","","0.00","PC","1100.00","1.00","PC","1100","88","1188","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726322496","4","2025/12/06","00:18","2025/12/10","12:02"
"D","2025/12/06","509442","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","138355716","","とちあいか","","0.00","PC","1200.00","1.00","PC","1200","96","1296","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726322496","5","2025/12/06","00:18","2025/12/10","12:02"
"D","2025/12/06","509451","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","155474439","","レモデナ　ザクロ　バルサミコ","250ｍｌ","1.00","本","1900.00","1.00","本","1900","0","1900","","外税","13068","0","0","0","0","13068","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726332974","1","2025/12/06","00:56","2025/12/08","03:26"
"D","2025/12/06","509451","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","201991069","","ペコリーノ　ブロック","約200g","1.00","個","5.15","221.00","g","1138","0","1138","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726332974","2","2025/12/06","00:56","2025/12/08","03:26"
"D","2025/12/06","509451","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","200888585","","クッキングシート　エコノミー","33ｃｍ×40ｍ","1.00","本","620.00","1.00","本","620","0","620","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726332974","3","2025/12/06","00:56","2025/12/08","03:26"
"D","2025/12/06","509451","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","169295245","","日新製糖　きび砂糖","７５０ｇ","1.00","PC","450.00","1.00","PC","450","0","450","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726332974","4","2025/12/06","00:56","2025/12/08","03:26"
"D","2025/12/06","509451","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","156680363","","三桜　本格派料理酒　醸造","1.8L","1.00","本","430.00","0.00","本","0","0","0","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726332974","5","2025/12/06","00:56","2025/12/08","03:26"
"D","2025/12/06","509451","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","95146888","","メニュー　きのこペースト（トリュフ風味）","4号","0.00","缶","1280.00","1.00","缶","1280","0","1280","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726332974","6","2025/12/06","00:56","2025/12/08","03:26"
"D","2025/12/06","509451","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","77237778","","KULクリブランコ白ワイン","3L","1.00","箱","1680.00","1.00","箱","1680","0","1680","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726332974","7","2025/12/06","00:56","2025/12/08","03:26"
"D","2025/12/06","509451","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","77237777","","KURIクリティント（赤ワイン）","3L","1.00","箱","1680.00","1.00","箱","1680","0","1680","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726332974","8","2025/12/06","00:56","2025/12/08","03:26"
"D","2025/12/06","509451","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","67512376","","ハゴロモ　花かつお","500g","1.00","PC","1860.00","1.00","PC","1860","0","1860","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726332974","9","2025/12/06","00:56","2025/12/08","03:26"
"D","2025/12/06","509451","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","90929665","","ジオフーズ　トリュフソース黒","200g","0.00","本","2100.00","1.00","本","2100","0","2100","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726332974","10","2025/12/06","00:56","2025/12/08","03:26"
